transaction_id,sale_date,product_id,quantity_units_sold,price_per_unit_at_sale_INR,tax_percentage,discount_percentage,line_total_before_tax_discount,tax_amount,discount_amount,final_line_total_INR,payment_method
TR0014472,2025-01-18,P005,5,51.72,5,3.82,258.6,12.44,9.88,261.16,Card
TR0014473,2025-01-18,P089,1,98.15,5,4.14,98.15,4.7,4.06,98.79,Card
TR0014474,2025-01-18,P024,5,65.87,5,2.28,329.35,16.09,7.51,337.93,Card
TR0014475,2025-01-18,P031,6,218.85,12,4.05,1313.1,151.19,53.18,1411.11,Cash
TR0014476,2025-01-18,P079,1,108.71,12,2.15,108.71,12.76,2.34,119.13,Card
TR0014477,2025-01-18,P046,4,188.48,12,0.6,753.92,89.93,4.52,839.33,Cash
TR0014478,2025-01-18,P094,5,470.52,12,1.68,2352.6,277.57,39.52,2590.65,Card
TR0014479,2025-01-18,P041,5,106.73,5,4.44,533.65,25.5,23.69,535.46,UPI
TR0014480,2025-01-18,P089,5,91.95,12,2.36,459.75,53.87,10.85,502.77,Card
TR0014481,2025-01-18,P093,3,372.66,12,0.44,1117.98,133.57,4.92,1246.63,Card
TR0014482,2025-01-18,P021,1,148.38,12,4.99,148.38,16.92,7.4,157.9,Cash
TR0014483,2025-01-18,P013,4,225.78,5,4.07,903.12,43.32,36.76,909.68,Card
TR0014484,2025-01-18,P079,2,108.42,5,4.98,216.84,10.3,10.8,216.34,Card
TR0014485,2025-01-18,P099,6,125.37,12,0.25,752.22,90.04,1.88,840.38,Cash
TR0014486,2025-01-18,P079,4,104.69,12,0.51,418.76,49.99,2.14,466.61,Cash
TR0014487,2025-01-18,P089,4,90.28,5,1.61,361.12,17.77,5.81,373.08,Cash
TR0014488,2025-01-18,P028,1,83.47,12,3.5,83.47,9.67,2.92,90.22,UPI
TR0014489,2025-01-18,P015,1,61.53,5,4.77,61.53,2.93,2.93,61.53,UPI
TR0014490,2025-01-18,P096,1,102.55,5,2.01,102.55,5.02,2.06,105.51,Cash
TR0014491,2025-01-18,P007,1,166.76,12,0.72,166.76,19.87,1.2,185.43,Card
TR0014492,2025-01-18,P096,1,107.44,12,3.44,107.44,12.45,3.7,116.19,UPI
TR0014493,2025-01-18,P096,3,101.18,12,3.95,303.54,34.99,11.99,326.54,Card
TR0014494,2025-01-18,P088,3,227.49,12,0.55,682.47,81.45,3.75,760.17,Card
TR0014495,2025-01-18,P097,3,146.54,5,2.29,439.62,21.48,10.07,451.03,UPI
TR0014496,2025-01-18,P027,4,89.29,5,4.41,357.16,17.07,15.75,358.48,UPI
TR0014497,2025-01-18,P096,4,101.85,12,1.92,407.4,47.95,7.82,447.53,UPI
TR0014498,2025-01-18,P050,6,45.92,5,3.24,275.52,13.33,8.93,279.92,UPI
TR0014499,2025-01-18,P023,3,101.53,5,3.39,304.59,14.71,10.33,308.97,UPI
TR0014500,2025-01-18,P086,3,130.9,12,3.37,392.7,45.54,13.23,425.01,UPI
TR0014501,2025-01-18,P001,2,88.08,5,1.74,176.16,8.65,3.07,181.74,Cash
TR0014502,2025-01-18,P033,5,114.12,12,0.83,570.6,67.9,4.74,633.76,Cash
TR0014503,2025-01-18,P083,6,45.1,12,1.85,270.6,31.87,5.01,297.46,Cash
TR0014504,2025-01-18,P044,4,169.72,12,4.76,678.88,77.59,32.31,724.16,Cash
TR0014505,2025-01-18,P049,5,382.15,12,4.07,1910.75,219.96,77.77,2052.94,Cash
TR0014506,2025-01-18,P008,3,162.19,5,1.77,486.57,23.9,8.61,501.86,UPI
TR0014507,2025-01-18,P005,6,56.03,12,1.84,336.18,39.6,6.19,369.59,Cash
TR0014508,2025-01-18,P008,6,155.85,5,4.84,935.1,44.49,45.26,934.33,Cash
TR0014509,2025-01-18,P050,6,43.53,5,2.42,261.18,12.74,6.32,267.6,UPI
TR0014510,2025-01-18,P094,2,459.77,12,4.49,919.54,105.39,41.29,983.64,Cash
TR0014511,2025-01-18,P098,1,213.1,5,4.84,213.1,10.14,10.31,212.93,UPI
TR0014512,2025-01-18,P035,1,176.88,5,4.08,176.88,8.48,7.22,178.14,Cash
TR0014513,2025-01-18,P025,6,116.58,12,4.99,699.48,79.75,34.9,744.33,UPI
TR0014514,2025-01-18,P090,4,211.2,12,0.64,844.8,100.73,5.41,940.12,Card
TR0014515,2025-01-19,P082,6,209.97,12,3.75,1259.82,145.51,47.24,1358.09,Cash
TR0014516,2025-01-19,P003,3,248.75,12,4.37,746.25,85.64,32.61,799.28,UPI
TR0014517,2025-01-19,P078,3,87.7,12,1.58,263.1,31.07,4.16,290.01,UPI
TR0014518,2025-01-19,P017,6,127.64,12,4.86,765.84,87.43,37.22,816.05,Cash
TR0014519,2025-01-19,P029,5,42.0,12,4.99,210.0,23.94,10.48,223.46,Card
TR0014520,2025-01-19,P030,5,285.17,5,1.97,1425.85,69.89,28.09,1467.65,Cash
TR0014521,2025-01-19,P047,3,32.16,12,0.03,96.48,11.57,0.03,108.02,Cash
TR0014522,2025-01-19,P028,1,86.39,12,3.02,86.39,10.05,2.61,93.83,Cash
TR0014523,2025-01-19,P095,1,121.07,5,2.35,121.07,5.91,2.85,124.13,Cash
TR0014524,2025-01-19,P004,5,336.58,12,3.74,1682.9,194.4,62.94,1814.36,Card
TR0014525,2025-01-19,P019,1,158.67,12,4.48,158.67,18.19,7.11,169.75,Cash
TR0014526,2025-01-19,P013,6,215.18,5,0.61,1291.08,64.16,7.88,1347.36,Cash
TR0014527,2025-01-19,P092,3,60.72,5,2.38,182.16,8.89,4.34,186.71,Cash
TR0014528,2025-01-19,P047,5,32.79,12,2.3,163.95,19.22,3.77,179.4,Card
TR0014529,2025-01-19,P087,2,37.8,12,3.2,75.6,8.78,2.42,81.96,UPI
TR0014530,2025-01-19,P044,1,173.52,12,4.66,173.52,19.85,8.09,185.28,Cash
TR0014531,2025-01-19,P011,3,49.11,5,3.17,147.33,7.13,4.67,149.79,Cash
TR0014532,2025-01-19,P016,6,184.4,5,4.26,1106.4,52.96,47.13,1112.23,Card
TR0014533,2025-01-19,P078,3,86.04,12,4.52,258.12,29.57,11.67,276.02,Card
TR0014534,2025-01-19,P007,6,162.42,5,2.85,974.52,47.34,27.77,994.09,Card
TR0014535,2025-01-19,P090,1,202.0,5,2.87,202.0,9.81,5.8,206.01,UPI
TR0014536,2025-01-19,P100,2,148.58,12,1.8,297.16,35.02,5.35,326.83,UPI
TR0014537,2025-01-19,P009,2,108.51,5,4.42,217.02,10.37,9.59,217.8,Card
TR0014538,2025-01-19,P100,5,160.68,5,4.11,803.4,38.52,33.02,808.9,Card
TR0014539,2025-01-19,P006,1,45.28,12,0.11,45.28,5.43,0.05,50.66,UPI
TR0014540,2025-01-19,P012,3,250.72,12,3.6,752.16,87.01,27.08,812.09,Card
TR0014541,2025-01-19,P016,2,170.72,12,2.52,341.44,39.94,8.6,372.78,Cash
TR0014542,2025-01-19,P090,2,198.73,12,4.88,397.46,45.37,19.4,423.43,Cash
TR0014543,2025-01-19,P095,1,115.09,12,4.56,115.09,13.18,5.25,123.02,UPI
TR0014544,2025-01-19,P019,3,145.41,12,2.71,436.23,50.93,11.82,475.34,UPI
TR0014545,2025-01-19,P038,4,49.43,12,3.14,197.72,22.98,6.21,214.49,Cash
TR0014546,2025-01-19,P040,6,200.98,12,4.52,1205.88,138.16,54.51,1289.53,Card
TR0014547,2025-01-19,P012,6,261.1,5,1.04,1566.6,77.52,16.29,1627.83,Card
TR0014548,2025-01-19,P048,6,260.71,5,2.22,1564.26,76.48,34.73,1606.01,Card
TR0014549,2025-01-19,P019,5,148.44,5,4.59,742.2,35.41,34.07,743.54,Card
TR0014550,2025-01-19,P090,3,198.47,5,2.28,595.41,29.09,13.58,610.92,Cash
TR0014551,2025-01-19,P081,4,115.36,12,4.74,461.44,52.75,21.87,492.32,UPI
TR0014552,2025-01-19,P025,4,115.28,5,2.77,461.12,22.42,12.77,470.77,Card
TR0014553,2025-01-19,P088,6,220.19,12,3.42,1321.14,153.12,45.18,1429.08,UPI
TR0014554,2025-01-19,P029,4,40.97,12,3.05,163.88,19.07,5.0,177.95,Cash
TR0014555,2025-01-19,P040,1,193.98,12,2.12,193.98,22.78,4.11,212.65,Cash
TR0014556,2025-01-19,P079,2,110.54,12,2.98,221.08,25.74,6.59,240.23,Card
TR0014557,2025-01-19,P034,2,185.3,5,4.93,370.6,17.62,18.27,369.95,Card
TR0014558,2025-01-19,P083,6,47.24,12,4.46,283.44,32.5,12.64,303.3,Cash
TR0014559,2025-01-19,P027,5,86.01,12,0.61,430.05,51.29,2.62,478.72,UPI
TR0014560,2025-01-19,P080,1,134.44,12,2.97,134.44,15.65,3.99,146.1,Card
TR0014561,2025-01-20,P098,2,209.93,5,3.29,419.86,20.3,13.81,426.35,Cash
TR0014562,2025-01-20,P018,5,120.92,5,1.32,604.6,29.83,7.98,626.45,UPI
TR0014563,2025-01-20,P093,1,372.12,12,4.52,372.12,42.64,16.82,397.94,Cash
TR0014564,2025-01-20,P028,4,79.24,5,1.1,316.96,15.67,3.49,329.14,Card
TR0014565,2025-01-20,P092,1,60.58,5,1.42,60.58,2.99,0.86,62.71,Card
TR0014566,2025-01-20,P087,3,39.29,5,1.32,117.87,5.82,1.56,122.13,Cash
TR0014567,2025-01-20,P078,1,87.49,5,3.9,87.49,4.2,3.41,88.28,Cash
TR0014568,2025-01-20,P027,3,87.5,12,4.29,262.5,30.15,11.26,281.39,UPI
TR0014569,2025-01-20,P025,2,119.37,12,0.59,238.74,28.48,1.41,265.81,UPI
TR0014570,2025-01-20,P042,4,78.23,12,4.64,312.92,35.81,14.52,334.21,Cash
TR0014571,2025-01-20,P047,1,33.07,12,3.32,33.07,3.84,1.1,35.81,UPI
TR0014572,2025-01-20,P011,4,48.96,12,3.8,195.84,22.61,7.44,211.01,Card
TR0014573,2025-01-20,P019,1,146.36,12,2.02,146.36,17.21,2.96,160.61,Card
TR0014574,2025-01-20,P081,1,118.6,5,0.44,118.6,5.9,0.52,123.98,UPI
TR0014575,2025-01-20,P025,1,121.47,5,1.95,121.47,5.96,2.37,125.06,Cash
TR0014576,2025-01-20,P017,1,128.85,5,1.1,128.85,6.37,1.42,133.8,UPI
TR0014577,2025-01-20,P012,5,255.19,12,4.1,1275.95,146.84,52.31,1370.48,Card
TR0014578,2025-01-20,P082,5,198.14,12,0.03,990.7,118.85,0.3,1109.25,Cash
TR0014579,2025-01-20,P003,5,260.01,12,4.05,1300.05,149.69,52.65,1397.09,Cash
TR0014580,2025-01-20,P044,4,162.58,5,4.14,650.32,31.17,26.92,654.57,UPI
TR0014581,2025-01-20,P019,2,151.78,12,4.41,303.56,34.82,13.39,324.99,Cash
TR0014582,2025-01-20,P021,2,152.8,12,1.32,305.6,36.19,4.03,337.76,UPI
TR0014583,2025-01-20,P034,1,195.54,12,4.78,195.54,22.34,9.35,208.53,Card
TR0014584,2025-01-20,P004,5,325.04,12,3.23,1625.2,188.73,52.49,1761.44,Cash
TR0014585,2025-01-20,P006,4,47.77,5,2.75,191.08,9.29,5.25,195.12,UPI
TR0014586,2025-01-20,P017,4,131.05,5,1.8,524.2,25.74,9.44,540.5,UPI
TR0014587,2025-01-20,P003,1,266.86,5,3.79,266.86,12.84,10.11,269.59,UPI
TR0014588,2025-01-20,P008,3,163.84,12,4.09,491.52,56.57,20.1,527.99,Cash
TR0014589,2025-01-20,P093,5,402.38,12,3.83,2011.9,232.18,77.06,2167.02,UPI
TR0014590,2025-01-20,P042,2,77.25,5,1.85,154.5,7.58,2.86,159.22,UPI
TR0014591,2025-01-20,P094,1,450.04,12,1.23,450.04,53.34,5.54,497.84,UPI
TR0014592,2025-01-20,P038,5,51.49,5,4.13,257.45,12.34,10.63,259.16,Card
TR0014593,2025-01-20,P036,5,147.26,5,2.05,736.3,36.06,15.09,757.27,Card
TR0014594,2025-01-20,P040,1,184.48,12,1.39,184.48,21.83,2.56,203.75,UPI
TR0014595,2025-01-20,P040,1,189.47,5,1.79,189.47,9.3,3.39,195.38,Cash
TR0014596,2025-01-20,P010,6,147.3,5,3.82,883.8,42.5,33.76,892.54,Cash
TR0014597,2025-01-20,P027,6,91.72,12,0.88,550.32,65.46,4.84,610.94,UPI
TR0014598,2025-01-20,P038,3,49.37,5,2.25,148.11,7.24,3.33,152.02,Cash
TR0014599,2025-01-20,P080,2,137.09,12,3.58,274.18,31.72,9.82,296.08,Cash
TR0014600,2025-01-20,P041,1,106.01,5,2.16,106.01,5.19,2.29,108.91,Card
TR0014601,2025-01-20,P037,1,173.31,5,1.58,173.31,8.53,2.74,179.1,Card
TR0014602,2025-01-20,P100,3,160.58,12,0.37,481.74,57.6,1.78,537.56,Cash
TR0014603,2025-01-20,P002,1,45.28,5,3.85,45.28,2.18,1.74,45.72,Card
TR0014604,2025-01-20,P097,4,146.52,5,0.12,586.08,29.27,0.7,614.65,Card
TR0014605,2025-01-20,P094,2,448.97,12,4.88,897.94,102.49,43.82,956.61,UPI
TR0014606,2025-01-20,P005,2,52.59,12,2.39,105.18,12.32,2.51,114.99,Cash
TR0014607,2025-01-20,P041,4,99.94,12,4.16,399.76,45.98,16.63,429.11,Cash
TR0014608,2025-01-20,P096,2,101.57,12,4.4,203.14,23.3,8.94,217.5,Card
TR0014609,2025-01-20,P007,5,171.01,12,3.23,855.05,99.29,27.62,926.72,Card
TR0014610,2025-01-20,P030,3,274.77,5,1.99,824.31,40.4,16.4,848.31,UPI
TR0014611,2025-01-20,P089,2,91.5,12,4.44,183.0,20.98,8.13,195.85,UPI
TR0014612,2025-01-20,P027,3,86.96,5,2.85,260.88,12.67,7.44,266.11,Card
TR0014613,2025-01-20,P016,4,173.96,12,4.85,695.84,79.45,33.75,741.54,Cash
TR0014614,2025-01-21,P082,5,214.89,5,0.77,1074.45,53.31,8.27,1119.49,UPI
TR0014615,2025-01-21,P022,2,165.33,5,3.56,330.66,15.94,11.77,334.83,Cash
TR0014616,2025-01-21,P008,1,162.85,5,1.54,162.85,8.02,2.51,168.36,Cash
TR0014617,2025-01-21,P016,4,176.43,12,4.71,705.72,80.7,33.24,753.18,UPI
TR0014618,2025-01-21,P077,6,65.69,12,1.86,394.14,46.42,7.33,433.23,Cash
TR0014619,2025-01-21,P005,1,52.04,12,1.76,52.04,6.13,0.92,57.25,Cash
TR0014620,2025-01-21,P083,5,48.81,5,2.94,244.05,11.84,7.18,248.71,UPI
TR0014621,2025-01-21,P003,4,246.63,5,3.59,986.52,47.56,35.42,998.66,Cash
TR0014622,2025-01-21,P035,6,163.83,5,4.27,982.98,47.05,41.97,988.06,Cash
TR0014623,2025-01-21,P003,2,257.7,12,2.22,515.4,60.48,11.44,564.44,Cash
TR0014624,2025-01-21,P045,1,200.6,12,1.47,200.6,23.72,2.95,221.37,Card
TR0014625,2025-01-21,P014,2,165.61,12,1.72,331.22,39.06,5.7,364.58,Card
TR0014626,2025-01-21,P013,1,235.4,12,0.85,235.4,28.01,2.0,261.41,Cash
TR0014627,2025-01-21,P082,2,198.16,12,3.2,396.32,46.04,12.68,429.68,Card
TR0014628,2025-01-21,P038,5,51.83,5,2.53,259.15,12.63,6.56,265.22,Cash
TR0014629,2025-01-21,P007,2,163.86,5,4.09,327.72,15.72,13.4,330.04,Card
TR0014630,2025-01-21,P019,3,146.52,5,0.56,439.56,21.86,2.46,458.96,UPI
TR0014631,2025-01-21,P005,6,53.13,5,3.55,318.78,15.37,11.32,322.83,Card
TR0014632,2025-01-21,P038,1,48.85,12,2.39,48.85,5.72,1.17,53.4,Cash
TR0014633,2025-01-21,P039,4,499.21,12,4.78,1996.84,228.17,95.45,2129.56,UPI
TR0014634,2025-01-21,P029,1,43.45,12,1.83,43.45,5.12,0.8,47.77,Cash
TR0014635,2025-01-21,P023,6,94.65,5,2.48,567.9,27.69,14.08,581.51,Cash
TR0014636,2025-01-21,P095,4,120.26,12,1.18,481.04,57.04,5.68,532.4,Card
TR0014637,2025-01-21,P036,6,153.03,5,1.57,918.18,45.19,14.42,948.95,Card
TR0014638,2025-01-21,P098,1,207.35,5,2.02,207.35,10.16,4.19,213.32,UPI
TR0014639,2025-01-21,P016,1,170.05,12,4.83,170.05,19.42,8.21,181.26,Cash
TR0014640,2025-01-21,P091,2,73.91,5,2.03,147.82,7.24,3.0,152.06,UPI
TR0014641,2025-01-21,P042,6,80.18,12,1.52,481.08,56.85,7.31,530.62,UPI
TR0014642,2025-01-21,P085,3,232.75,12,2.66,698.25,81.56,18.57,761.24,UPI
TR0014643,2025-01-21,P090,3,207.78,5,3.64,623.34,30.03,22.69,630.68,Cash
TR0014644,2025-01-21,P085,1,222.96,5,1.86,222.96,10.94,4.15,229.75,Cash
TR0014645,2025-01-21,P042,5,80.44,12,2.6,402.2,47.01,10.46,438.75,Cash
TR0014646,2025-01-21,P028,3,82.68,5,1.45,248.04,12.22,3.6,256.66,Cash
TR0014647,2025-01-21,P078,3,84.89,5,4.09,254.67,12.21,10.42,256.46,Card
TR0014648,2025-01-21,P012,3,258.81,12,3.21,776.43,90.18,24.92,841.69,Cash
TR0014649,2025-01-21,P030,5,280.14,5,1.34,1400.7,69.1,18.77,1451.03,UPI
TR0014650,2025-01-21,P081,4,120.27,12,1.77,481.08,56.71,8.52,529.27,Card
TR0014651,2025-01-21,P028,6,78.69,5,4.81,472.14,22.47,22.71,471.9,UPI
TR0014652,2025-01-21,P078,4,86.12,12,4.7,344.48,39.39,16.19,367.68,UPI
TR0014653,2025-01-21,P040,2,186.54,5,2.08,373.08,18.27,7.76,383.59,UPI
TR0014654,2025-01-21,P083,5,44.85,12,4.27,224.25,25.76,9.58,240.43,Card
TR0014655,2025-01-21,P087,4,38.3,12,3.34,153.2,17.77,5.12,165.85,Card
TR0014656,2025-01-21,P015,2,60.16,5,0.45,120.32,5.99,0.54,125.77,UPI
TR0014657,2025-01-21,P036,5,143.1,12,3.57,715.5,82.8,25.54,772.76,UPI
TR0014658,2025-01-21,P042,6,82.52,12,3.66,495.12,57.24,18.12,534.24,UPI
TR0014659,2025-01-22,P006,1,48.33,12,1.29,48.33,5.73,0.62,53.44,Cash
TR0014660,2025-01-22,P080,3,139.2,12,4.42,417.6,47.9,18.46,447.04,UPI
TR0014661,2025-01-22,P079,4,106.02,5,3.76,424.08,20.41,15.95,428.54,Card
TR0014662,2025-01-22,P087,2,40.33,5,4.09,80.66,3.87,3.3,81.23,UPI
TR0014663,2025-01-22,P029,6,41.66,12,2.28,249.96,29.31,5.7,273.57,UPI
TR0014664,2025-01-22,P089,6,92.76,5,4.11,556.56,26.68,22.87,560.37,Card
TR0014665,2025-01-22,P015,4,62.06,12,0.16,248.24,29.74,0.4,277.58,UPI
TR0014666,2025-01-22,P013,1,227.35,5,0.91,227.35,11.26,2.07,236.54,Cash
TR0014667,2025-01-22,P009,6,112.99,12,3.8,677.94,78.26,25.76,730.44,UPI
TR0014668,2025-01-22,P029,3,42.09,12,2.01,126.27,14.85,2.54,138.58,UPI
TR0014669,2025-01-22,P081,5,121.31,12,4.55,606.55,69.47,27.6,648.42,Card
TR0014670,2025-01-22,P087,1,39.84,5,2.97,39.84,1.93,1.18,40.59,Card
TR0014671,2025-01-22,P002,4,47.48,5,1.96,189.92,9.31,3.72,195.51,Card
TR0014672,2025-01-22,P009,2,114.87,5,3.11,229.74,11.13,7.14,233.73,Card
TR0014673,2025-01-22,P079,3,114.58,5,4.45,343.74,16.42,15.3,344.86,UPI
TR0014674,2025-01-22,P024,2,64.85,12,3.49,129.7,15.02,4.53,140.19,Card
TR0014675,2025-01-22,P093,4,370.98,5,4.83,1483.92,70.61,71.67,1482.86,Cash
TR0014676,2025-01-22,P040,2,186.83,5,3.97,373.66,17.94,14.83,376.77,UPI
TR0014677,2025-01-22,P015,4,62.63,5,3.07,250.52,12.14,7.69,254.97,UPI
TR0014678,2025-01-22,P092,4,57.64,5,3.75,230.56,11.1,8.65,233.01,UPI
TR0014679,2025-01-22,P020,2,33.78,12,3.52,67.56,7.82,2.38,73.0,Card
TR0014680,2025-01-22,P099,1,120.36,5,1.26,120.36,5.94,1.52,124.78,Card
TR0014681,2025-01-22,P093,1,404.42,12,3.97,404.42,46.6,16.06,434.96,UPI
TR0014682,2025-01-22,P006,2,44.4,5,4.26,88.8,4.25,3.78,89.27,UPI
TR0014683,2025-01-22,P024,2,66.14,5,0.22,132.28,6.6,0.29,138.59,UPI
TR0014684,2025-01-22,P019,1,153.39,5,0.29,153.39,7.65,0.44,160.6,Cash
TR0014685,2025-01-22,P005,2,55.27,5,2.5,110.54,5.39,2.76,113.17,UPI
TR0014686,2025-01-22,P009,5,109.87,12,2.92,549.35,64.0,16.04,597.31,Cash
TR0014687,2025-01-22,P025,6,117.71,12,0.24,706.26,84.55,1.7,789.11,UPI
TR0014688,2025-01-22,P008,5,154.63,12,4.8,773.15,88.32,37.11,824.36,UPI
TR0014689,2025-01-22,P021,4,147.78,5,4.04,591.12,28.36,23.88,595.6,Cash
TR0014690,2025-01-22,P076,4,435.18,12,3.19,1740.72,202.22,55.53,1887.41,Cash
TR0014691,2025-01-22,P040,5,196.27,12,2.54,981.35,114.77,24.93,1071.19,Card
TR0014692,2025-01-22,P021,5,151.87,12,2.92,759.35,88.46,22.17,825.64,Cash
TR0014693,2025-01-22,P076,1,420.29,5,1.59,420.29,20.68,6.68,434.29,Card
TR0014694,2025-01-22,P004,1,319.34,5,2.73,319.34,15.53,8.72,326.15,UPI
TR0014695,2025-01-22,P036,4,154.96,5,2.92,619.84,30.09,18.1,631.83,UPI
TR0014696,2025-01-22,P026,5,138.19,5,4.74,690.95,32.91,32.75,691.11,Cash
TR0014697,2025-01-22,P030,1,270.05,5,2.15,270.05,13.21,5.81,277.45,Cash
TR0014698,2025-01-22,P026,2,140.03,5,4.04,280.06,13.44,11.31,282.19,UPI
TR0014699,2025-01-22,P011,3,49.51,12,3.83,148.53,17.14,5.69,159.98,Card
TR0014700,2025-01-22,P050,2,44.08,12,4.89,88.16,10.06,4.31,93.91,Card
TR0014701,2025-01-22,P016,6,174.93,12,3.17,1049.58,121.96,33.27,1138.27,Card
TR0014702,2025-01-22,P046,4,189.32,5,1.73,757.28,37.21,13.1,781.39,Cash
TR0014703,2025-01-23,P003,5,250.62,12,1.08,1253.1,148.75,13.53,1388.32,UPI
TR0014704,2025-01-23,P045,1,207.9,12,2.08,207.9,24.43,4.32,228.01,Card
TR0014705,2025-01-23,P036,4,155.56,5,2.02,622.24,30.48,12.57,640.15,Cash
TR0014706,2025-01-23,P010,3,138.59,5,3.7,415.77,20.02,15.38,420.41,Cash
TR0014707,2025-01-23,P091,3,75.65,5,1.29,226.95,11.2,2.93,235.22,Cash
TR0014708,2025-01-23,P003,4,269.63,5,2.71,1078.52,52.46,29.23,1101.75,UPI
TR0014709,2025-01-23,P016,6,179.67,12,4.42,1078.02,123.64,47.65,1154.01,Cash
TR0014710,2025-01-23,P035,3,177.06,12,3.1,531.18,61.77,16.47,576.48,Card
TR0014711,2025-01-23,P098,2,199.29,5,1.54,398.58,19.62,6.14,412.06,UPI
TR0014712,2025-01-23,P096,4,102.77,5,3.32,411.08,19.87,13.65,417.3,Cash
TR0014713,2025-01-23,P004,3,317.68,5,2.34,953.04,46.54,22.3,977.28,Card
TR0014714,2025-01-23,P039,3,459.38,5,0.82,1378.14,68.34,11.3,1435.18,Cash
TR0014715,2025-01-23,P091,1,69.71,5,3.44,69.71,3.37,2.4,70.68,Card
TR0014716,2025-01-23,P001,1,86.41,5,3.68,86.41,4.16,3.18,87.39,Card
TR0014717,2025-01-23,P080,6,141.14,12,4.09,846.84,97.46,34.64,909.66,UPI
TR0014718,2025-01-23,P040,3,199.68,12,0.61,599.04,71.45,3.65,666.84,Card
TR0014719,2025-01-23,P076,4,409.53,5,3.54,1638.12,79.01,57.99,1659.14,UPI
TR0014720,2025-01-23,P091,5,71.33,12,2.07,356.65,41.91,7.38,391.18,Cash
TR0014721,2025-01-23,P010,4,140.89,12,4.66,563.56,64.48,26.26,601.78,Cash
TR0014722,2025-01-23,P086,6,131.93,5,3.6,791.58,38.15,28.5,801.23,Card
TR0014723,2025-01-23,P041,3,104.25,5,2.96,312.75,15.17,9.26,318.66,UPI
TR0014724,2025-01-23,P023,2,101.09,12,2.51,202.18,23.65,5.07,220.76,Card
TR0014725,2025-01-23,P077,4,67.94,5,1.21,271.76,13.42,3.29,281.89,Cash
TR0014726,2025-01-23,P021,2,149.76,5,2.87,299.52,14.55,8.6,305.47,Cash
TR0014727,2025-01-23,P010,2,146.2,5,0.29,292.4,14.58,0.85,306.13,UPI
TR0014728,2025-01-23,P090,5,201.01,12,0.19,1005.05,120.38,1.91,1123.52,Card
TR0014729,2025-01-23,P001,5,89.63,12,0.06,448.15,53.75,0.27,501.63,Card
TR0014730,2025-01-23,P040,4,197.54,12,3.59,790.16,91.41,28.37,853.2,Card
TR0014731,2025-01-23,P099,1,120.93,5,1.75,120.93,5.94,2.12,124.75,Card
TR0014732,2025-01-23,P080,3,147.83,12,2.71,443.49,51.78,12.02,483.25,UPI
TR0014733,2025-01-23,P090,1,200.38,12,3.78,200.38,23.14,7.57,215.95,UPI
TR0014734,2025-01-23,P013,4,235.08,12,4.12,940.32,108.19,38.74,1009.77,Card
TR0014735,2025-01-23,P027,6,87.54,5,1.41,525.24,25.89,7.41,543.72,Cash
TR0014736,2025-01-23,P036,1,155.15,12,3.21,155.15,18.02,4.98,168.19,Cash
TR0014737,2025-01-23,P023,2,98.55,12,2.61,197.1,23.04,5.14,215.0,Card
TR0014738,2025-01-23,P082,4,201.83,5,4.41,807.32,38.59,35.6,810.31,UPI
TR0014739,2025-01-23,P019,6,156.4,12,4.68,938.4,107.34,43.92,1001.82,UPI
TR0014740,2025-01-23,P094,5,434.53,12,0.97,2172.65,258.19,21.07,2409.77,Cash
TR0014741,2025-01-23,P029,3,40.66,12,4.76,121.98,13.94,5.81,130.11,Cash
TR0014742,2025-01-23,P045,3,212.54,12,3.54,637.62,73.81,22.57,688.86,UPI
TR0014743,2025-01-23,P079,5,107.13,5,1.11,535.65,26.48,5.95,556.18,UPI
TR0014744,2025-01-23,P015,2,65.7,5,2.09,131.4,6.43,2.75,135.08,Cash
TR0014745,2025-01-23,P097,5,136.43,12,2.05,682.15,80.18,13.98,748.35,UPI
TR0014746,2025-01-23,P090,3,205.59,5,2.46,616.77,30.08,15.17,631.68,Cash
TR0014747,2025-01-23,P092,3,59.49,12,0.3,178.47,21.35,0.54,199.28,UPI
TR0014748,2025-01-23,P085,3,221.33,12,2.68,663.99,77.54,17.79,723.74,Card
TR0014749,2025-01-23,P097,2,144.0,12,1.25,288.0,34.13,3.6,318.53,UPI
TR0014750,2025-01-23,P033,1,121.61,12,0.75,121.61,14.48,0.91,135.18,Card
TR0014751,2025-01-24,P020,4,34.45,5,4.65,137.8,6.57,6.41,137.96,Cash
TR0014752,2025-01-24,P076,4,405.52,5,4.82,1622.08,77.19,78.18,1621.09,Cash
TR0014753,2025-01-24,P036,1,142.39,12,4.38,142.39,16.34,6.24,152.49,Cash
TR0014754,2025-01-24,P017,4,119.3,12,0.89,477.2,56.75,4.25,529.7,Card
TR0014755,2025-01-24,P095,5,124.51,5,2.83,622.55,30.25,17.62,635.18,Cash
TR0014756,2025-01-24,P005,5,52.02,12,3.87,260.1,30.0,10.07,280.03,Cash
TR0014757,2025-01-24,P080,1,145.85,5,1.83,145.85,7.16,2.67,150.34,Card
TR0014758,2025-01-24,P099,2,120.91,12,4.62,241.82,27.68,11.17,258.33,UPI
TR0014759,2025-01-24,P090,2,198.05,12,4.29,396.1,45.49,16.99,424.6,UPI
TR0014760,2025-01-24,P043,1,144.69,5,4.59,144.69,6.9,6.64,144.95,Cash
TR0014761,2025-01-24,P046,3,195.67,5,0.65,587.01,29.16,3.82,612.35,Card
